,name,gearbox,fuel,mfd_date,mileage,power,price
1090,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2018-11,25662,110,29200
1091,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-03,146840,110,12994
1092,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-11,119000,110,13440
1093,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Benzinas,2008-01,220666,103,4200
1094,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2012-01,212000,103,8800
1095,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2011,366700,77,4800
1096,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016,89000,125,12950
1097,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-05,199060,110,12750
1098,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016-05,56500,136,12300
1099,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2017-04,112200,110,15800
1100,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2018-10,36800,92,19950
1101,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2018-10,29874,92,19950
1102,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2018-10,26705,92,19950
1103,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2018-10,29509,92,19950
1104,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-11,219232,110,8900
1105,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-12,329000,103,2490
1106,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-05,230000,125,3250
1107,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2002-04,288000,74,2300
1108,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-12,228256,103,2700
1109,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2015-07,124500,92,14100
1110,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-08,172000,176,15500
1111,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2019-02,17487,110,26800
1112,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2019,15,110,26900
1113,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-04,145600,140,16500
1114,"Volkswagen Passat, 2.5 l., universalas",Mechaninė,Dyzelinas,2004,324000,132,2000
1115,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2017-10,39000,125,16399
1116,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2007-08,222687,103,3300
1117,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2015-10,152008,110,15700
1118,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-07,250000,103,3100
1119,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2013-01,99300,103,12000
1120,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-04,196550,110,12990
1121,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2014-07,95009,103,10260
1122,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-09,102000,139,14999
1123,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Benzinas,2019-02,4800,130,14899
1124,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-05,162000,91,11300
1125,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2008-06,270400,103,4299
1126,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2008-05,227400,77,4300
1127,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2017-06,50000,132,13000
1128,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2018-05,42817,92,19800
1129,"Volkswagen Passat, 1.5 l., sedanas",Automatinė,Benzinas,2020,0,110,27450
1130,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2018-11,31800,110,23900
1131,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016,112000,125,11500
1132,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,2008-08,255000,118,4450
1133,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2016-04,141977,110,12500
1134,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-05,143000,91,10500
1135,"Volkswagen Passat, sedanas",Automatinė,Benzinas,2014-09,75200,118,8700
1136,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2015-10,166930,140,17000
1137,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2011-04,138000,103,8800
1138,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2017-05,114000,92,14400
1139,"Volkswagen Passat, 1.6 l., universalas",Mechaninė,Dyzelinas,2014-10,177352,77,8300
1140,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2016-05,147000,91,12900
1141,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2002-12,257800,74,2700
1142,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2015-04,222000,88,9300
1143,"Volkswagen Passat, 1.8 l., sedanas",Mechaninė,Benzinas,2016-11,56894,132,15000
1144,"Volkswagen Passat, 1.4 l., universalas",Mechaninė,Benzinas,2015-05,138026,110,12000
1145,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-02,257000,103,3199
1146,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2013-10,88000,103,8900
1147,"Volkswagen Passat, 1.8 l., sedanas",Mechaninė,Benzinas,2012-03,225000,118,7800
1148,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2018-01,19950,110,23990
1149,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-04,160000,88,9250
1150,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2014-08,129000,130,12400
1151,"Volkswagen Passat, 2.5 l., sedanas",Automatinė,Benzinas,2012-01,136675,125,8000
1152,"Volkswagen Passat, 1.4 l., sedanas",Mechaninė,Benzinas,2016-06,158000,110,10500
1153,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,2009-09,229000,118,4950
1154,"Volkswagen Passat, 1.9 l., sedanas",Mechaninė,Dyzelinas,2000-07,356000,85,1350
1155,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2002-01,220000,74,1550
1156,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2017-08,65000,110,22990
1157,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2011-09,261500,103,5000
1158,"Volkswagen Passat, 2.5 l., universalas",Automatinė,Dyzelinas,2001-04,362441,110,1050
1159,"Volkswagen Passat, 2.0 l., sedanas",Automatinė,Dyzelinas,2012-01,113000,103,8100
1160,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-04,268000,103,2600
1161,"Volkswagen Passat, 1.6 l., universalas",Automatinė,Dyzelinas,2016-08,195000,88,9350
1162,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-12,272000,103,3050
1163,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-04,241000,103,8000
1164,"Volkswagen Passat, 2.0 l., sedanas",Mechaninė,Dyzelinas,2006-04,231000,103,2950
1165,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Benzinas,2001-09,240000,85,1150
1166,"Volkswagen Passat, universalas",Automatinė,Dyzelinas,2006-04,279000,103,2750
1167,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-10,207000,103,3750
1168,"Volkswagen Passat, 1.4 l., universalas",Automatinė,Benzinas,2011-06,225000,90,6500
1169,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2014-04,184000,103,7450
1170,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2007-11,300000,125,3000
1171,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,1997-07,179500,81,2650
1172,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2007-03,275000,103,3200
1173,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2011-03,300000,125,8900
1174,"Volkswagen Passat, 1.4 l., sedanas",Automatinė,Benzinas,2017-05,75000,92,13650
1175,"Volkswagen Passat, 1.4 l., sedanas",Mechaninė,Benzinas,2016-04,176000,92,9900
1176,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2012-08,160200,117,6500
1177,"Volkswagen Passat, 1.9 l., universalas",Mechaninė,Dyzelinas,2003-12,295000,74,900
1178,"Volkswagen Passat, 1.9 l., universalas",Automatinė,Dyzelinas,2002-10,249000,96,1450
1179,"Volkswagen Passat, 2.0 l., universalas",Mechaninė,Dyzelinas,2006-01,170000,103,3800
1180,"Volkswagen Passat, 1.8 l., universalas",Mechaninė,Benzinas,1998-08,270000,85,850
1181,"Volkswagen Passat, universalas",Mechaninė,Dyzelinas,2005,236000,103,4800
1182,"Volkswagen Passat, 2.0 l., universalas",Automatinė,Dyzelinas,2013-06,193000,130,10500
1183,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2016-09,24000,125,14900
1184,"Volkswagen Passat, 1.8 l., sedanas",Automatinė,Benzinas,2015,100000,125,7999
